acc_code,incident_datetime,report_datetime,province_th,province_en,agency,route,vehicle_type,presumed_cause,accident_type,number_of_vehicles_involved,number_of_fatalities,number_of_injuries,weather_condition,latitude,longitude,road_description,slope_description
7419393,2022-11-26T17:55:00Z,2022-11-30T13:29:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,private/passenger car,speeding,rear-end collision,3,0,3,clear,13.74313041,100.702765,straight road,no slope
7561163,2022-11-26T18:24:00Z,2023-01-17T06:15:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-ศรีนครินทร์,other,other,rear-end collision,4,0,0,clear,13.76144957,100.5453835,straight road,other
7480660,2022-11-26T19:45:00Z,2022-12-23T14:58:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.78137874,100.4267536,straight road,no slope
7398156,2022-11-26T21:53:00Z,2022-11-27T03:24:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,large truck with trailer,other,collision with obstruction (on road surface),2,0,0,clear,13.633934,100.569287,straight road,other
7414545,2022-11-27T02:00:00Z,2022-11-28T16:23:00Z,สมุทรปราการ,Samut Prakan,department of highways,บางพลี - กิ่งแก้ว,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.70467257,100.7350159,straight road,no slope
7415510,2022-11-27T03:20:00Z,2022-11-29T15:45:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,private/passenger car,speeding,rollover/fallen on straight road,1,0,1,clear,13.73760034,100.6597129,straight road,no slope
7414554,2022-11-27T03:45:00Z,2022-11-28T16:50:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ราษฎร์บูรณะ - พระสมุทรเจดีย์,4-wheel pickup truck,falling asleep,rollover/fallen on straight road,1,0,0,clear,13.67426038,100.5045095,straight road,no slope
7413787,2022-11-27T06:30:00Z,2022-11-27T11:37:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.77182082,100.6903785,straight road,no slope
7564009,2022-11-27T08:45:00Z,2023-01-19T09:43:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,worn-out/tire blowout,rollover/fallen on straight road,1,0,0,clear,13.58487186,100.3168632,straight road,no slope
7527235,2022-11-27T09:30:00Z,2022-12-31T10:23:00Z,กรุงเทพมหานคร,Bangkok,department of highways,คลองพระยาสุเรนทร์ - ประเวศ,other,speeding,collision with obstruction (on road surface),1,0,0,clear,13.76274994,100.695256,other,other
7414925,2022-11-27T10:45:00Z,2022-11-28T10:49:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.65807272,100.8624133,straight road,no slope
7418757,2022-11-27T11:50:00Z,2022-11-30T10:42:00Z,ปทุมธานี,Pathum Thani,department of highways,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,motorcycle,speeding,other,2,0,0,clear,14.12689918,100.6184786,other,other
7559365,2022-11-27T12:28:00Z,2023-01-13T13:52:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,motorcycle,speeding,rollover/fallen on straight road,1,0,1,clear,13.78469722,100.4583515,straight road,no slope
7414282,2022-11-27T13:30:00Z,2022-11-28T11:14:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rear-end collision,3,0,0,clear,13.82999326,100.6738146,straight road,no slope
7414145,2022-11-27T16:38:00Z,2022-11-28T10:37:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.72930805,100.7326681,straight road,no slope
7514851,2022-11-27T18:29:00Z,2022-12-28T15:18:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางนา-ชลบุรี,other,other,rear-end collision,3,0,0,clear,13.603377,100.780842,straight road,other
7414095,2022-11-27T18:51:00Z,2022-11-28T10:08:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.72972435,100.7290533,straight road,no slope
7564090,2022-11-27T19:45:00Z,2023-01-19T10:23:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.53965451,100.2294186,straight road,no slope
7514853,2022-11-27T21:24:00Z,2022-12-28T15:18:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางนา-ชลบุรี,7-10-wheel truck,other,collision with obstruction (on road surface),2,0,4,clear,13.574105,100.901743,straight road,other
7514854,2022-11-27T22:30:00Z,2022-12-28T15:18:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,other,1,0,0,clear,13.603182,100.652896,wide curve,other
7559326,2022-11-27T23:00:00Z,2023-01-13T12:59:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางแค - คลองมหาสวัสดิ์,7-10-wheel truck,speeding,rear-end collision,2,0,0,clear,13.77319406,100.4081289,straight road,no slope
7561145,2022-11-27T23:00:00Z,2023-01-17T06:00:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,ดินแดง-ท่าเรือ,other,other,rear-end collision,2,0,0,clear,13.71719812,100.5552771,y-intersection,other
7418468,2022-11-28T02:50:00Z,2022-11-30T09:07:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,7-10-wheel truck,speeding,other,1,0,0,clear,13.75612848,100.6990622,straight road,no slope
7564091,2022-11-28T03:31:00Z,2023-01-19T10:23:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.54262917,100.2390691,straight road,no slope
7418071,2022-11-28T04:25:00Z,2022-11-30T06:28:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,large truck with trailer,speeding,rear-end collision,2,0,1,clear,13.83634933,100.6733935,straight road,no slope
7564094,2022-11-28T05:14:00Z,2023-01-19T10:24:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,4-wheel pickup truck,speeding,other,1,0,0,clear,13.54351321,100.2463645,straight road,no slope
7414919,2022-11-28T08:15:00Z,2022-11-28T10:45:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.75436991,100.7001485,straight road,no slope
7559434,2022-11-28T09:40:00Z,2023-01-13T14:37:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,motorcycle,speeding,rear-end collision,2,0,1,clear,13.66870785,100.6294602,straight road,no slope
7424348,2022-11-28T10:00:00Z,2022-12-02T09:04:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,other,speeding,rollover/fallen on straight road,1,0,0,clear,14.04520176,100.6981596,straight road,no slope
7564101,2022-11-28T10:00:00Z,2023-01-19T10:26:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,4-wheel pickup truck,speeding,rear-end collision,3,0,2,clear,13.52351604,100.1815397,straight road,no slope
7564075,2022-11-28T13:00:00Z,2023-01-19T10:16:00Z,นครปฐม,Nakhon Pathom,department of highways,อ้อมน้อย - ศาลายา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,rainy,13.72329763,100.2988553,straight road,no slope
7418055,2022-11-28T13:15:00Z,2022-11-30T06:23:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.73062285,100.720915,straight road,no slope
7559052,2022-11-28T15:40:00Z,2023-01-13T09:21:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.83935171,100.5577311,straight road,no slope
7559369,2022-11-28T16:00:00Z,2023-01-13T13:54:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.78592962,100.4622754,straight road,no slope
7564106,2022-11-28T16:00:00Z,2023-01-19T10:28:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.53643441,100.2198415,straight road,no slope
7478180,2022-11-28T19:30:00Z,2022-12-22T14:10:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,cutting in closely by people/vehicles/animals,rear-end collision,3,0,0,clear,13.7861302,100.4633953,other,other
7564104,2022-11-28T20:00:00Z,2023-01-19T10:27:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,motorcycle,speeding,rollover/fallen on straight road,1,0,1,clear,13.53496397,100.2154895,straight road,no slope
7424417,2022-11-29T08:34:00Z,2022-12-02T09:29:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,other,speeding,rollover/fallen on straight road,1,0,0,clear,14.06898692,100.6963103,straight road,no slope
7564111,2022-11-29T10:40:00Z,2023-01-19T10:29:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,4-wheel pickup truck,speeding,other,1,0,0,clear,13.53232146,100.2076551,straight road,no slope
7415237,2022-11-29T11:35:00Z,2022-11-29T14:57:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,large truck with trailer,speeding,rear-end collision,2,0,0,clear,13.72940527,100.7390313,straight road,no slope
7415120,2022-11-29T12:18:00Z,2022-11-29T14:37:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,6-wheel truck,speeding,rear-end collision,3,0,0,clear,13.72937904,100.7381219,straight road,no slope
7480317,2022-11-29T13:00:00Z,2022-12-23T14:20:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.78085904,100.445006,straight road,no slope
7518720,2022-11-29T15:55:00Z,2022-12-29T11:39:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางนา-ชลบุรี,other,other,rear-end collision,2,0,0,clear,13.624866,100.728881,straight road,other
7518734,2022-11-29T18:19:00Z,2022-12-29T11:39:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,rear-end collision,3,0,0,clear,13.639179,100.679182,straight road,other
7418837,2022-11-29T22:25:00Z,2022-11-30T10:47:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.65020203,100.8746573,straight road,no slope
7564014,2022-11-29T23:30:00Z,2023-01-19T09:46:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.5881135,100.3254011,straight road,no slope
7418581,2022-11-29T23:55:00Z,2022-11-30T09:32:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,rear-end collision,2,1,0,clear,13.64961764,100.6869949,straight road,no slope
7559334,2022-11-30T02:45:00Z,2023-01-13T13:08:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.78314882,100.4094668,straight road,no slope
7421064,2022-11-30T09:00:00Z,2022-12-01T07:44:00Z,กรุงเทพมหานคร,Bangkok,department of rural roads,ถนนวงแหวนอุตสาหกรรมเข้าสะพานภูมิพลที่ 1,private/passenger car,sudden stop,other,3,0,0,clear,13.662875,100.515885,grade-separated intersection/ramps,other
7559372,2022-11-30T12:15:00Z,2023-01-13T13:58:00Z,ปทุมธานี,Pathum Thani,department of highways,ลำลูกกา - คลอง 16,large truck with trailer,speeding,collision with obstruction (on road surface),3,0,1,clear,13.94836101,100.792698,straight road,no slope
7424484,2022-11-30T14:34:00Z,2022-12-02T09:44:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,7-10-wheel truck,speeding,rear-end collision,3,0,2,clear,13.71473613,100.7001083,straight road,no slope
7438445,2022-11-30T17:09:00Z,2022-12-07T11:06:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,1,clear,13.97100999,100.7129373,straight road,no slope
7421809,2022-11-30T17:21:00Z,2022-12-01T16:14:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.66792693,100.8471179,straight road,no slope
7514895,2022-11-30T21:25:00Z,2022-12-28T15:18:00Z,นนทบุรี,Nonthaburi,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,other,other,side collision,2,0,0,clear,13.900255,100.543064,grade-separated intersection/ramps,other
7554595,2022-11-30T22:05:00Z,2023-01-09T13:37:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางแค - คลองมหาสวัสดิ์,motorcycle,cutting in closely by people/vehicles/animals,rear-end collision,2,0,1,clear,13.67816782,100.4064568,straight road,no slope
7519189,2022-12-01T02:22:00Z,2022-12-29T21:59:00Z,นนทบุรี,Nonthaburi,expressway authority of thailand,แจ้งวัฒนะ-พญาไท,other,other,collision with obstruction (on road surface),1,0,0,clear,13.86722892,100.5339971,straight road,other
7455842,2022-12-01T05:30:00Z,2022-12-13T11:27:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,7-10-wheel truck,speeding,rollover/fallen on straight road,1,0,2,clear,13.74535933,100.7027583,straight road,no slope
7424976,2022-12-01T06:43:00Z,2022-12-02T13:29:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.77887012,100.686889,straight road,no slope
7424971,2022-12-01T13:58:00Z,2022-12-02T13:44:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rollover/fallen on straight road,1,0,1,clear,13.67987273,100.6992567,straight road,no slope
7443765,2022-12-01T18:55:00Z,2022-12-08T13:56:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.72924789,100.7335752,straight road,no slope
7425185,2022-12-02T00:55:00Z,2022-12-02T14:04:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.73743229,100.7026564,straight road,no slope
7543592,2022-12-02T01:31:00Z,2023-01-04T00:11:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,รามอินทรา-อาจณรงค์,other,other,collision with obstruction (on road surface),1,0,0,rainy,13.772135,100.606574,wide curve,other
7428896,2022-12-02T09:05:00Z,2022-12-03T09:15:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.77973759,100.6860039,straight road,no slope
7438478,2022-12-02T10:13:00Z,2022-12-07T09:49:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.95818792,100.7126825,straight road,no slope
7561162,2022-12-02T15:35:00Z,2023-01-17T06:14:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,4-wheel pickup truck,other,rear-end collision,4,0,0,clear,13.632058,100.535354,grade-separated intersection/ramps,other
7514904,2022-12-02T16:20:00Z,2022-12-28T13:35:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.53555097,100.2172308,straight road,no slope
7457322,2022-12-02T19:05:00Z,2022-12-14T12:45:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,large truck with trailer,speeding,rear-end collision,2,1,0,clear,13.93326172,100.7516414,other,other
7553467,2022-12-02T20:20:00Z,2023-01-07T10:49:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,speeding,rear-end collision,2,0,1,clear,13.58343752,100.314004,straight road,no slope
7558994,2022-12-03T01:30:00Z,2023-01-13T09:02:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.82631548,100.5579996,straight road,no slope
7428986,2022-12-03T04:20:00Z,2022-12-03T09:30:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,motorcycle,speeding,rollover/fallen on straight road,1,0,1,clear,13.73320225,100.6986639,straight road,no slope
7438444,2022-12-03T06:36:00Z,2022-12-07T09:48:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,1,clear,13.97733226,100.7130714,straight road,no slope
7541204,2022-12-03T08:00:00Z,2023-01-03T07:58:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.57312702,100.2941283,straight road,no slope
7515320,2022-12-03T08:40:00Z,2022-12-28T13:34:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,5,0,0,clear,13.53906705,100.2276775,straight road,no slope
7511527,2022-12-03T08:50:00Z,2022-12-27T13:11:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,3,clear,13.67097535,100.6993518,other,other
7438072,2022-12-03T09:15:00Z,2022-12-07T09:35:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,3,0,3,clear,13.86289685,100.676714,straight road,no slope
7519194,2022-12-03T11:10:00Z,2022-12-29T21:59:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-ศรีนครินทร์,other,other,rear-end collision,3,0,0,clear,13.74736583,100.6050149,straight road,other
7458113,2022-12-03T11:42:00Z,2022-12-15T08:07:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,4,0,0,clear,13.66792693,100.8471179,straight road,no slope
7519198,2022-12-03T12:08:00Z,2022-12-29T21:59:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,large truck with trailer,other,rear-end collision,5,0,0,clear,13.625705,100.521644,grade-separated intersection/ramps,other
7519197,2022-12-03T12:22:00Z,2022-12-29T21:59:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,รามอินทรา-อาจณรงค์,other,other,collision with obstruction (on road surface),1,0,0,clear,NA,NA,merge lane,other
7442583,2022-12-03T13:42:00Z,2022-12-08T11:45:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.66447795,100.8524713,straight road,no slope
7519195,2022-12-03T17:05:00Z,2022-12-29T21:59:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,แจ้งวัฒนะ-พญาไท,other,other,collision with obstruction (on road surface),1,0,0,clear,NA,NA,other,other
7519196,2022-12-03T19:22:00Z,2022-12-29T21:59:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-ศรีนครินทร์,other,other,rear-end collision,2,0,0,clear,NA,NA,straight road,other
7515304,2022-12-03T23:15:00Z,2022-12-28T13:33:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.53188147,100.2063491,straight road,no slope
7519200,2022-12-04T00:09:00Z,2022-12-29T21:59:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,rollover/fallen on straight road,1,0,0,clear,13.638524,100.556254,y-intersection,other
7565660,2022-12-04T08:30:00Z,2023-01-20T14:03:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.62010471,100.3874592,straight road,no slope
7515200,2022-12-04T11:31:00Z,2022-12-28T13:25:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.54221723,100.2372788,straight road,no slope
7443499,2022-12-04T15:02:00Z,2022-12-08T11:03:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,van,speeding,rear-end collision,3,0,0,clear,13.66841951,100.8463533,straight road,no slope
7553546,2022-12-04T19:05:00Z,2023-01-07T11:16:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,private/passenger car,speeding,rear-end collision,2,0,2,clear,13.67163985,100.6137478,straight road,no slope
7437908,2022-12-04T19:29:00Z,2022-12-07T09:17:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.98738142,100.7133691,straight road,no slope
7553497,2022-12-04T20:50:00Z,2023-01-07T10:58:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,driving under the influence of alcohol,rollover/fallen on straight road,1,0,1,clear,13.5881135,100.3254011,straight road,no slope
7559432,2022-12-04T21:00:00Z,2023-01-13T14:36:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,private/passenger car,speeding,rear-end collision,2,0,2,clear,13.67154342,100.6159352,straight road,no slope
7432289,2022-12-04T22:17:00Z,2022-12-05T13:26:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,motorcycle,speeding,rear-end collision,2,0,3,clear,13.7331788,100.6990179,straight road,no slope
7553496,2022-12-05T01:30:00Z,2023-01-07T10:57:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,4-wheel pickup truck,speeding,rear-end collision,3,0,0,clear,13.53846913,100.2259404,straight road,no slope
7519204,2022-12-05T11:35:00Z,2022-12-29T22:08:00Z,นนทบุรี,Nonthaburi,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,other,other,rear-end collision,8,0,0,clear,13.91108,100.54418,straight road,other
7457970,2022-12-05T12:45:00Z,2022-12-15T07:39:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,1,clear,13.73635622,100.6702097,straight road,no slope
7519206,2022-12-05T15:16:00Z,2022-12-29T22:08:00Z,นนทบุรี,Nonthaburi,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,4-wheel pickup truck,other,rear-end collision,2,0,0,clear,13.927129,100.553547,wide curve,other
7515260,2022-12-05T16:00:00Z,2022-12-28T13:28:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.54289602,100.2408868,straight road,no slope
7559060,2022-12-05T16:00:00Z,2023-01-13T09:25:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.66592803,100.4451664,straight road,no slope
7519207,2022-12-05T19:05:00Z,2022-12-29T22:08:00Z,นนทบุรี,Nonthaburi,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,other,other,rollover/fallen on straight road,1,0,0,clear,13.910073,100.544397,straight road,other
7543596,2022-12-05T20:37:00Z,2023-01-04T00:11:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,ดาวคะนอง-ท่าเรือ,4-wheel pickup truck,other,rear-end collision,2,0,2,clear,13.67541465,100.5124098,straight road,other
7519208,2022-12-06T07:24:00Z,2022-12-29T22:08:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,รามอินทรา-วงแหวนรอบนอก,other,other,other,1,0,0,clear,NA,NA,wide curve,other
7457979,2022-12-06T10:48:00Z,2022-12-15T07:40:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,8,0,2,clear,13.76923004,100.6919785,straight road,no slope
7458043,2022-12-06T11:54:00Z,2022-12-15T07:47:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,6,0,1,clear,13.73728638,100.663079,straight road,no slope
7527391,2022-12-06T12:40:00Z,2022-12-31T10:51:00Z,กรุงเทพมหานคร,Bangkok,department of highways,คลองประปา - คันนายาว,private/passenger car,brake/anti-lock brake system failure,rollover/fallen on straight road,1,0,1,clear,13.87909237,100.590426,straight road,no slope
7458026,2022-12-06T12:53:00Z,2022-12-15T08:04:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,large truck with trailer,speeding,rear-end collision,2,0,0,clear,13.76920659,100.6919919,straight road,no slope
7543597,2022-12-06T12:54:00Z,2023-01-04T00:11:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางนา-ชลบุรี,other,other,rear-end collision,2,0,0,clear,13.591264,100.822233,straight road,other
7458036,2022-12-06T13:38:00Z,2022-12-15T08:05:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,1,clear,13.66042636,100.6945038,straight road,no slope
7458001,2022-12-06T15:00:00Z,2022-12-15T07:43:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,other,speeding,rollover/fallen on straight road,1,0,0,clear,13.92528485,100.7060158,other,other
7444064,2022-12-06T15:04:00Z,2022-12-08T10:50:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.73003899,100.7263422,straight road,no slope
7516996,2022-12-07T10:00:00Z,2022-12-29T09:12:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,other,speeding,rollover/fallen on straight road,1,0,0,clear,13.67108082,100.6990917,straight road,no slope
7458096,2022-12-07T10:07:00Z,2022-12-15T07:49:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,3,clear,13.88189936,100.6853011,straight road,no slope
